level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,topic_distribution
678,166138,148546,1,Snapchat,,"['suddenly', 'not', 'receive', 'notification', 'update', 'android', 'notification', 'set', 'fine']",2019-04-12,92239,Suddenly not receiving any notifications since updating to android 9.0. All my notification settings are fine.,2,suddenly not receiving any notification since updating to android all my notification setting are fine,Mason Akvik,"[0.028735632183908042, 0.028735632183908042, 0.030651340996168577, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.04597701149425288, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.04789272030651342, 0.06896551724137932, 0.028735632183908042, 0.061302681992337175, 0.030651340996168577, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.04597701149425288, 0.030651340996168577, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.03448275862068966]"
679,166141,148549,1,Snapchat,,"['foolish', 'application', 'not', 'create', 'account']",2019-04-12,92246,Foolish app I can't create my account,1,foolish application i can not create my account,Patricia Brew,"[0.03232323232323232, 0.030303030303030307, 0.030303030303030307, 0.04444444444444446, 0.030303030303030307, 0.03434343434343435, 0.030303030303030307, 0.046464646464646486, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04848484848484851, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04444444444444447, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04444444444444446, 0.030303030303030307, 0.03232323232323232, 0.03232323232323232, 0.03232323232323232]"
680,166169,148577,1,Snapchat,,"['snapshot', 'doe', 'update', 'snapshot', 'suppose', 'even', 'auto', 'update', 'enable']",2019-04-13,92310,my snapchat doesnt update like its supposed to even with auto update enabled,3,my snapshot doe update like my snapshot supposed to even with auto update enabled,Lindy West,"[0.03065134099616857, 0.028735632183908035, 0.04406130268199233, 0.028735632183908035, 0.04597701149425287, 0.03065134099616857, 0.06321839080459771, 0.03256704980842911, 0.0421455938697318, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.051724137931034475, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.030651340996168574, 0.03065134099616857, 0.04789272030651341, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035]"
681,166172,148580,1,Snapchat,,"['great', 'new', 'update', 'new', 'update']",2019-04-13,92322,Great but with the new update... With the new update for swapping faces with a face from a photo from your gallery it crashes when I choose that filter.,5,great but with the new update with the new update,Lindsey W,"[0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03232323232323233, 0.03030303030303031, 0.07878787878787881, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.034343434343434356, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.0666666666666667, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031, 0.03030303030303031]"
682,166194,148602,1,Snapchat,,"['not', 'save', 'photo']",2019-04-12,92367,why can't i save my photos?,1,why can not i save my photo,Irish Sevilla,"[0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03354297693920335, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.04821802935010484, 0.04821802935010482, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03354297693920335, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314]"
683,166197,148605,1,Snapchat,,"['hate', 'new', 'update', 'do', 'not', 'even', 'know', 'go', 'story', 'look', 'really', 'weird', 'do', 'not', 'even', 'know', 'new', 'update', 'every_single', 'time', 'save', 'video', 'want', 'see', 'new', 'update', 'new', 'update', 'take', 'whole', 'hour', 'see', 'picture', 'want', 'snapshot', 'back']",2019-04-12,92376,i hate the new update now i dont even know where to go my story look REALLY WERID and i dont even know if its me but every single time a save a video and i wanna see it again it takes a WHOLE HOUR to see a picure i want the other snapchat back😤😤,1,i hate the new update now i do not even know where to go my story look really weird and i do not even know if the new update me but every single time a save a video and i want to see the new update again the new update take a whole hour to see a picture i want the other snapshot back,A life with las locas !!,"[0.021947873799725653, 0.03292181069958849, 0.03292181069958849, 0.0205761316872428, 0.02743484224965707, 0.02469135802469136, 0.0823045267489712, 0.058984910836762695, 0.0205761316872428, 0.0205761316872428, 0.04526748971193417, 0.0617283950617284, 0.03292181069958849, 0.021947873799725653, 0.034293552812071346, 0.03978052126200276, 0.0205761316872428, 0.021947873799725653, 0.03017832647462278, 0.0205761316872428, 0.02331961591220851, 0.06995884773662552, 0.0205761316872428, 0.030178326474622784, 0.046639231824417024, 0.0356652949245542, 0.03292181069958849, 0.0205761316872428, 0.027434842249657077, 0.0205761316872428]"
684,166204,148612,1,Snapchat,,"['update', 'new', 'update', 'update', 'do', 'not', 'want']",2019-04-12,92398,Updated to the new update without me updating it when I didn't want too.,4,updated to the new update without me updating it when i did not want too,Calum Grant,"[0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.08333333333333331, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.03174603174603174, 0.02976190476190475, 0.02976190476190475, 0.0376984126984127, 0.02976190476190475, 0.03174603174603174, 0.03174603174603174, 0.02976190476190475, 0.02976190476190475, 0.049603174603174593, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.03174603174603174, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475]"
685,166224,148632,1,Snapchat,,"['keep', 'say', 'connection', 'not', 'open', 'snap']",2019-04-13,92437,Keeps saying no connection and won't open snaps,5,keep saying no connection and will not open snap,Brittani Castleman,"[0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.04166666666666667, 0.02976190476190475, 0.03174603174603174, 0.03769841269841269, 0.02976190476190475, 0.04761904761904762, 0.04761904761904762, 0.02976190476190475, 0.04563492063492063, 0.04365079365079365, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.03174603174603173, 0.03373015873015872, 0.041666666666666664, 0.03174603174603173]"
686,166228,148636,1,Snapchat,,"['story', 'doe', 'not', 'appear', 'story', 'mine', 'be', 'problem', 'be', 'run']",2019-04-13,92446,Story doesn't appear after 2 3 stories of mine what's the problem is running?????,2,story doe not appear after story of mine what is the problem is running,B Saleem,"[0.03232323232323233, 0.030303030303030304, 0.04040404040404041, 0.030303030303030304, 0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.046464646464646486, 0.03232323232323232, 0.03232323232323232, 0.03232323232323233, 0.03434343434343435, 0.03232323232323232, 0.04646464646464648, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.03434343434343435, 0.03232323232323232, 0.040404040404040414, 0.04646464646464648, 0.030303030303030304]"
687,166229,148637,1,Snapchat,,"['not', 'load', 'android', 'phone']",2019-04-13,92447,not loading on android phone,1,not loading on android phone,Nick Vassallo,"[0.0419287211740042, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03354297693920335, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.04821802935010484, 0.03144654088050314, 0.05031446540880504, 0.039832285115303984, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314]"
688,166253,148661,1,Snapchat,,"['plan', 'new', 'business', 'snapshot', 'close', 'soon']",2019-04-13,92494,"Dear CEO, Plan a new business, your snapchat will closed soon.",4,dear ceo plan a new business your snapshot will closed soon,Deepanshi Bajaj,"[0.028735632183908035, 0.028735632183908035, 0.040229885057471264, 0.028735632183908035, 0.028735632183908035, 0.04214559386973181, 0.034482758620689655, 0.03065134099616857, 0.047892720306513405, 0.03065134099616857, 0.03065134099616857, 0.028735632183908035, 0.036398467432950186, 0.0421455938697318, 0.03065134099616857, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.044061302681992334, 0.028735632183908035, 0.03065134099616857, 0.04597701149425287, 0.028735632183908035, 0.030651340996168574, 0.03065134099616857, 0.03065134099616857, 0.03065134099616857, 0.030651340996168574, 0.028735632183908035, 0.0421455938697318]"
689,166254,148662,1,Snapchat,,"['problem', 'application', 'not', 'delete', 'snap', 'do', 'not', 'want', 'send', 'snap', 'snap']",2019-04-13,92495,one problem in this app we cannot delete the snap if we don't want to send them snap,5,one problem in this application we can not delete the snap if we do not want to send the snap snap,Subhagani Franswah,"[0.02824858757062146, 0.030131826741996222, 0.04331450094161959, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.06779661016949151, 0.02824858757062146, 0.02824858757062146, 0.041431261770244816, 0.04519774011299436, 0.04519774011299436, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.0583804143126177, 0.030131826741996225, 0.02824858757062146, 0.030131826741996222, 0.02824858757062146, 0.02824858757062146, 0.030131826741996222, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.04143126177024482, 0.02824858757062146]"
690,166267,148675,1,Snapchat,,"['love', 'snapshot', 'however', 'give', 'application', 'stat', 'rating', 'major', 'issue', 'application', 'currently', 'sound', 'never', 'match', 'record', 'video', 'super', 'freaking', 'irritate', 'heck', 'happen', 'faceswap', 'faceswap', 'doe', 'record', 'video', 'option', 'play', 'reverse', 'be', 'almost', 'never', 'present', 'anymore', 'make', 'sad', 'fix', 'give', 'star', 'suggestion', 'add', 'voice_command', 'camera', 'handsome', 'pic', 'video', 'thank']",2019-04-12,92521,I love snapchat! However I had to give the app a 2 stat rating due to 3 MAJOR issues with the app currently. 1.) The sound NEVER matches when I record videos.... super freaking irritating. 2.) What the heck happened to the faceswap?! Where it at doe? 3.) When recording videos the option to play in reverse is almost never present anymore. Makes me sad! Please fix so I can give yall 5 stars. *Suggestion* - Add voice commands to camera for handsfree pics and videos 😉 PLEASE & THANK YOU!,2,i love snapshot however i had to give the application a stat rating due to major issue with the application currently the sound never match when i record video super freaking irritating what the heck happened to the faceswap where the faceswap at doe when recording video the option to play in reverse is almost never present anymore make me sad please fix so i can give ya star suggestion add voice command to camera for handsome pic and video please and thank you,FunkMaster CeCe,"[0.01953601953601953, 0.01831501831501831, 0.061050061050061034, 0.040293040293040296, 0.04884004884004883, 0.03052503052503053, 0.03418803418803419, 0.01831501831501831, 0.019536019536019533, 0.040293040293040296, 0.01831501831501831, 0.07936507936507936, 0.021978021978021976, 0.035409035409035415, 0.03418803418803419, 0.024420024420024417, 0.03052503052503053, 0.04151404151404152, 0.04151404151404152, 0.029304029304029304, 0.024420024420024417, 0.053724053724053714, 0.019536019536019533, 0.03052503052503053, 0.020757020757020753, 0.04639804639804639, 0.024420024420024423, 0.04151404151404152, 0.031746031746031744, 0.01953601953601953]"
691,166270,148678,1,Snapchat,,"['horrible', 'application', 'performance', 'application', 'frequently', 'start', 'horrible', 'application', 'performance', 'run', 'slowly', 'great', 'social_medium', 'concept', 'unfortunately', 'application', 'perform', 'poorly']",2019-04-12,92534,Horrible app perfirmance. App frequently has to be started because it runs too slowly. Great social media concept but unfortunately the app performs so poorly.,1,horrible application performance application frequently has to be started because horrible application performance run too slowly great social medium concept but unfortunately application performs so poorly,Malcolm Scruggs,"[0.02777777777777777, 0.0588235294117647, 0.03758169934640523, 0.026143790849673193, 0.02777777777777777, 0.0326797385620915, 0.05228758169934641, 0.0326797385620915, 0.0326797385620915, 0.0392156862745098, 0.0326797385620915, 0.09803921568627448, 0.026143790849673193, 0.04738562091503268, 0.026143790849673193, 0.02450980392156862, 0.02450980392156862, 0.02450980392156862, 0.026143790849673193, 0.026143790849673193, 0.027777777777777762, 0.02450980392156862, 0.02450980392156862, 0.026143790849673193, 0.026143790849673193, 0.02941176470588235, 0.02777777777777777, 0.02450980392156862, 0.04084967320261438, 0.02450980392156862]"
692,166286,148694,1,Snapchat,,"['snap', 'chat', 'lot', 'friend', 'send', 'load', 'snap', 'be', 'say', 'could', 'not', 'refresh', 'story', 'act', 'not', 'connect', 'wife', 'service', 'need', 'fix', 'immediately', 'do', 'not', 'lose', 'streak', 'delete', 'application', 'be', 'not', 'fix', 'soon']",2019-04-12,92567,"My snap chat and a lot of my friends can send or load snaps, it is saying that it couldn't refresh stories, acting as if I wasn't connected to wifi or had service. Needs to be fixed immediately so I don't lose my streaks. Will delete app if this is not fixed soon!!!!",3,my snap chat and a lot of my friend can send or load snap it is saying that it could not refresh story acting a if i was not connected to wife or had service need to be fixed immediately so i do not lose my streak will delete application if this is not fixed soon,Sami Wika,"[0.022222222222222216, 0.023703703703703696, 0.035555555555555556, 0.03407407407407407, 0.022222222222222216, 0.022222222222222216, 0.04592592592592592, 0.029629629629629627, 0.023703703703703696, 0.047407407407407405, 0.022222222222222216, 0.053333333333333316, 0.035555555555555556, 0.03703703703703704, 0.04, 0.07555555555555551, 0.035555555555555556, 0.050370370370370364, 0.022222222222222216, 0.023703703703703696, 0.022222222222222216, 0.031111111111111107, 0.03703703703703704, 0.034074074074074076, 0.03407407407407407, 0.02518518518518518, 0.022222222222222216, 0.035555555555555556, 0.034074074074074076, 0.022222222222222216]"
693,166289,148697,1,Snapchat,,"['application', 'be', 'hat', 'storage', 'size', 'amount', 'update', 'have', 'be', 'lot', 'work', 'give', 'fact', 'phone', 'doe', 'not', 'have', 'lot', 'storage', 'be', 'really', 'stressful', 'try', 'scrounge', 'last', 'gigabyte']",2019-04-12,92573,I like the app it's just hat the storage size and the amount of updates it has to have is a lot of work and given the fact that my phone doesn't have a lot of storage it's really stressful to try and scrounge up those last few gigabytes,3,i like the application it is just hat the storage size and the amount of update it has to have is a lot of work and given the fact that my phone doe not have a lot of storage it is really stressful to try and scrounge up those last few gigabyte,Grace Corbitt,"[0.031045751633986925, 0.024509803921568624, 0.03921568627450982, 0.05065359477124184, 0.024509803921568624, 0.0261437908496732, 0.05392156862745099, 0.027777777777777776, 0.027777777777777776, 0.06045751633986928, 0.027777777777777776, 0.03921568627450982, 0.03594771241830066, 0.024509803921568624, 0.027777777777777776, 0.032679738562091505, 0.026143790849673196, 0.03431372549019609, 0.03431372549019609, 0.024509803921568624, 0.03921568627450982, 0.04411764705882354, 0.03594771241830066, 0.024509803921568624, 0.03431372549019608, 0.026143790849673196, 0.035947712418300665, 0.024509803921568624, 0.03431372549019608, 0.027777777777777776]"
694,166292,148700,1,Snapchat,,"['lame', 'anytime', 'try', 'install', 'take_forever', 'load', 'much', 'storage', 'use']",2019-04-12,92578,so lame! anytime i try to install it takes forever to load! too much storage use!,1,so lame anytime i try to install it take forever to load too much storage use,Crystal Marquez,"[0.02976190476190475, 0.03174603174603174, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.047619047619047616, 0.02976190476190475, 0.045634920634920625, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475]"
695,166293,148701,1,Snapchat,,"['watch', 'story', 'sometimes', 'go', 'blank', 'black', 'could', 'hear', 'audio']",2019-04-12,92582,when watching my own stories sometimes it goes blank black and I could only hear the audio.,2,when watching my own story sometimes it go blank black and i could only hear the audio,Sliceemm,"[0.03065134099616857, 0.04597701149425287, 0.02873563218390803, 0.0421455938697318, 0.04597701149425287, 0.030651340996168567, 0.02873563218390803, 0.047892720306513405, 0.02873563218390803, 0.02873563218390803, 0.042145593869731796, 0.030651340996168567, 0.042145593869731796, 0.044061302681992334, 0.042145593869731796, 0.02873563218390803, 0.030651340996168567, 0.02873563218390803, 0.02873563218390803, 0.02873563218390803, 0.02873563218390803, 0.030651340996168567, 0.02873563218390803, 0.032567049808429116, 0.02873563218390803, 0.02873563218390803, 0.02873563218390803, 0.03065134099616857, 0.02873563218390803, 0.02873563218390803]"
696,166294,148702,1,Snapchat,,"['new', 'update', 'be', 'incredibly', 'buggy', 'samsung_galaxy', 'big', 'thing', 'note', 'be', 'read', 'indicator', 'be', 'not', 'accurate', 'have', 'snapshot', 'send', 'miss', 'show', 'leave', 'read', 'even', 'respond', 'leave', 'read', 'show', 'do', 'not', 'respond', 'message', 'second', 'thing', 'act', 'be', 'save', 'memory', 'access', 'gallery', 'distort']",2019-04-12,92584,"So with the new update, it's incredibly buggy on my Samsung Galaxy S9. The biggest thing of note is the 'read' indicator is not accurate. I've had snapchats sent to me that I missed because it shows they left me on read, even when they responded. Or if I leave them on read, it shows they didn't respond to my message. The second thing to act up is my saved memories, when I access them in my gallery, they are distorted.",1,so with the new update it is incredibly buggy on my samsung galaxy s the biggest thing of note is the read indicator is not accurate i have had snapshot sent to me that i missed because it show they left me on read even when they responded or if i leave they on read it show they did not respond to my message the second thing to act up is my saved memory when i access they in my gallery they are distorted,Desiree F,"[0.02008032128514056, 0.0214190093708166, 0.04953145917001339, 0.04819277108433735, 0.02008032128514056, 0.022757697456492636, 0.045515394912985285, 0.050870147255689425, 0.02008032128514056, 0.02677376171352075, 0.022757697456492643, 0.02008032128514056, 0.03212851405622491, 0.025435073627844713, 0.03078982597054887, 0.05756358768406961, 0.033467202141900944, 0.044176706827309245, 0.030789825970548867, 0.06559571619812582, 0.058902275769745646, 0.044176706827309245, 0.02811244979919679, 0.0214190093708166, 0.03212851405622491, 0.02008032128514056, 0.02008032128514056, 0.0214190093708166, 0.0214190093708166, 0.044176706827309245]"
697,166304,148712,1,Snapchat,,"['would', 'like', 'see', 'snapshot', 'lite', 'application', 'application', 'take', 'much', 'storage', 'be', 'hard', 'load', 'old', 'phone']",2019-04-13,92608,I would like to see a Snapchat lite app since this app takes so much storage and is hard to load up on a older phone,4,i would like to see a snapshot lite application since this application take so much storage and is hard to load up on a older phone,A Google User,"[0.03148148148148148, 0.027777777777777773, 0.03148148148148148, 0.027777777777777773, 0.029629629629629624, 0.04074074074074075, 0.027777777777777773, 0.042592592592592605, 0.03518518518518519, 0.03148148148148148, 0.027777777777777773, 0.06296296296296297, 0.04444444444444445, 0.027777777777777773, 0.03148148148148148, 0.029629629629629624, 0.03148148148148148, 0.04444444444444445, 0.048148148148148155, 0.027777777777777773, 0.029629629629629624, 0.027777777777777773, 0.029629629629629627, 0.027777777777777773, 0.027777777777777773, 0.03703703703703704, 0.029629629629629624, 0.029629629629629624, 0.027777777777777773, 0.031481481481481485]"
698,166305,148713,1,Snapchat,,"['snap', 'keep', 'go', 'black']",2019-04-13,92610,my snaps keep going black,2,my snap keep going black,shanata hardwick,"[0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.04526748971193416, 0.03703703703703703, 0.04320987654320987, 0.047325102880658436, 0.032921810699588466, 0.034979423868312744, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.04732510288065843, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.032921810699588466, 0.030864197530864185, 0.030864197530864185]"
699,166306,148714,1,Snapchat,,"['snap', 'not', 'send', 'update', 'stick', 'send', 'loop']",2019-04-13,92611,"Some snaps not sending since update, stuck on a sending loop.",2,some snap not sending since update stuck on a sending loop,Michael Clarke,"[0.029239766081871354, 0.04483430799220276, 0.06432748538011701, 0.029239766081871354, 0.031189083820662784, 0.029239766081871354, 0.07992202729044838, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.0409356725146199, 0.029239766081871354, 0.03118908382066278, 0.029239766081871354, 0.03118908382066278, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.03118908382066278, 0.03118908382066278, 0.029239766081871354]"
700,166311,148719,1,Snapchat,,"['not', 'make', 'geo', 'story', 'anymore']",2019-04-13,92622,i cant make a geo story anymore,3,i can not make a geo story anymore,Clive Kenton,"[0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05241090146750526, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.04821802935010484, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314]"
701,166319,148727,1,Snapchat,,"['get', 'make', 'password', 'password', 'stop', 'freeze']",2019-04-12,92639,when i got to make my password it just stop and froze,1,when i got to make my password my password just stop and froze,Miracle's wacky world,"[0.03232323232323232, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.03232323232323232, 0.052525252525252544, 0.030303030303030304, 0.05656565656565659, 0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.06060606060606063, 0.03232323232323233, 0.030303030303030304, 0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.03232323232323232]"
702,166323,148731,1,Snapchat,,"['time', 'try', 'post', 'something', 'story', 'story', 'would', 'not', 'post', 'day', 'story', 'would', 'not', 'post', 'would', 'not', 'let', 'post', 'anything', 'else', 'story', 'try', 'delete', 'story', 'could', 'not', 'work']",2019-04-12,92644,one time I tried to post something on my story and it wouldn't post and 3 days after it wouldn't post and would not let me post anything else on my story and I tried to delete it but wouldnt work,2,one time i tried to post something on my story and my story would not post and day after my story would not post and would not let me post anything else on my story and i tried to delete my story but couldnt work,Emma Fowler,"[0.023148148148148147, 0.024691358024691357, 0.02623456790123457, 0.03549382716049384, 0.023148148148148147, 0.06327160493827161, 0.023148148148148147, 0.023148148148148147, 0.03395061728395062, 0.023148148148148147, 0.023148148148148147, 0.024691358024691357, 0.08024691358024691, 0.023148148148148147, 0.03858024691358026, 0.06944444444444445, 0.04166666666666668, 0.023148148148148147, 0.02623456790123457, 0.024691358024691357, 0.05092592592592594, 0.024691358024691357, 0.05092592592592594, 0.03703703703703705, 0.023148148148148147, 0.023148148148148147, 0.023148148148148147, 0.024691358024691357, 0.0447530864197531, 0.023148148148148147]"
703,166327,148735,1,Snapchat,,"['love', 'application', 'last', 'update', 'application', 'be', 'act', 'little', 'weird', 'application', 'take', 'application', 'not', 'let', 'text', 'longer', 'minute']",2019-04-12,92657,i love this app but after the last update it has been acting a little wierd it takes me out of the app and wont let me text for longer than 1 minute,1,i love this application but after the last update this application has been acting a little weird this application take me out of this application and will not let me text for longer than minute,Alondra Zarco,"[0.02604166666666666, 0.02604166666666666, 0.04340277777777779, 0.02604166666666666, 0.03993055555555556, 0.02604166666666666, 0.04166666666666668, 0.027777777777777773, 0.02604166666666666, 0.02604166666666666, 0.027777777777777773, 0.09027777777777776, 0.027777777777777776, 0.03819444444444445, 0.02604166666666666, 0.05208333333333334, 0.03298611111111111, 0.04166666666666668, 0.02604166666666666, 0.02604166666666666, 0.02604166666666666, 0.02604166666666666, 0.04166666666666668, 0.02604166666666666, 0.03472222222222223, 0.027777777777777776, 0.02604166666666666, 0.04166666666666668, 0.02604166666666666, 0.02604166666666666]"
704,166330,148738,1,Snapchat,,"['ever', 'recent', 'update', 'snapshot', 'not', 'be', 'show', 'filter', 'log', 'log', 'still', 'instal', 'read', 'person', 'be', 'review', 'issue', 'person', 'say', 'uninstaling', 'instal', 'application', 'do', 'not', 'change', 'anything', 'sure', 'hope', 'something', 'do']",2019-04-12,92661,"ever since its recent update, Snapchat has not been showing me any filters..i logged out and logged in again but its still the same...i was about to uninstall it when i read a person's review about the same issue and the person said uninstalling and installing the app didn't change anything...i sure hope something can be done about this pls",1,ever since its recent update snapshot has not been showing me any filter logged out and logged in again but its still the same was about to instal the same when i read a person is review about the same issue and the person said uninstaling and installing the application did not change anything sure hope something can be done about this please,Oyesiku Abimbola,"[0.024531024531024532, 0.02741702741702742, 0.03463203463203464, 0.04473304473304474, 0.023088023088023085, 0.021645021645021644, 0.03751803751803753, 0.04473304473304475, 0.03174603174603175, 0.033189033189033205, 0.021645021645021644, 0.036075036075036086, 0.04761904761904763, 0.021645021645021644, 0.06493506493506494, 0.04473304473304475, 0.040404040404040414, 0.023088023088023085, 0.033189033189033205, 0.03463203463203464, 0.03463203463203464, 0.025974025974025976, 0.021645021645021644, 0.0432900432900433, 0.023088023088023085, 0.025974025974025976, 0.021645021645021644, 0.05627705627705628, 0.023088023088023085, 0.0331890331890332]"
705,166333,148741,1,Snapchat,,"['bitmoji_sticker', 'not', 'load', 'continuously', 'bitmoji_sticker', 'loading', 'fix', 'add', 'search', 'option', 'bitmoji_sticker', 'snap']",2019-04-12,92669,my bitmoji stickers are not loading continuously they are just loading .. please fix this or add searching option for bitmoji stickers on snap,2,my bitmoji sticker are not loading continuously my bitmoji sticker are just loading please fix this or add searching option for bitmoji sticker on snap,oneman army,"[0.02645502645502645, 0.02645502645502645, 0.07231040564373897, 0.02821869488536155, 0.02645502645502645, 0.02645502645502645, 0.040564373897707236, 0.029982363315696647, 0.028218694885361547, 0.029982363315696647, 0.028218694885361547, 0.02645502645502645, 0.02645502645502645, 0.029982363315696647, 0.028218694885361547, 0.035273368606701945, 0.02645502645502645, 0.058201058201058205, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.04232804232804234, 0.051146384479717824, 0.028218694885361547, 0.02645502645502645, 0.02645502645502645, 0.02645502645502645, 0.02821869488536155, 0.05467372134038801, 0.04232804232804233]"
