level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
2546,184329,166737,1,Whatsapp,,"['bad', 'keep', 'lockout', 'tell', 'account', 'be', 'temporarily', 'banish', 'not', 'use', 'hour']",2019-04-21,26371,bad i keep being lockout being told my account has been temporarily banished and i won't use whatsapp for 2hours,1,bad i keep being lockout being told my account has been temporarily banished and i will not use whatsit for hour,Mkhululi Ngcobo,,,"[0.045537340619307844, 0.041894353369763215, 0.029143897996357016, 0.029143897996357013, 0.040072859744990905, 0.03642987249544627, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.029143897996357013, 0.03825136612021858, 0.03278688524590165, 0.03825136612021858, 0.027322404371584695, 0.04007285974499089, 0.040072859744990905, 0.030965391621129327, 0.027322404371584695, 0.027322404371584695, 0.06010928961748636, 0.029143897996357016, 0.040072859744990905, 0.027322404371584695, 0.029143897996357013, 0.03642987249544627, 0.030965391621129327, 0.027322404371584695, 0.029143897996357016]"
2547,184332,166740,1,Whatsapp,,"['be', 'not', 'update', 'update', 'say', 'download']",2019-04-21,26387,Is not updating why after updating it it will say downloading again and again why,1,is not updating why after updating it it will say downloading again and again why,A Google User,,,"[0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.04700854700854701, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03418803418803418, 0.05341880341880343, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204]"
2548,184338,166746,1,Whatsapp,,"['need', 'small', 'space']",2019-04-21,26404,It needs small space,1,it need small space,Lawrence Dube,,,"[0.03205128205128204, 0.03418803418803418, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.034188034188034185, 0.03205128205128204, 0.03205128205128204, 0.03418803418803418, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.04700854700854701, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.04914529914529916, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204]"
2549,184342,166750,1,Whatsapp,,"['message', 'photo', 'not', 'send', 'make', 'mad', 'not', 'even', 'download', 'pic', 'not', 'even', 'send', 'single', 'message', 'anyone']",2019-04-14,26414,why my msg and photo i cant sent! like its makeing me so mad! i cant even download any pic or i cant even send a single msg to anyone,1,why my message and photo i can not sent like its making me so mad i can not even download any pic or i can not even send a single message to anyone,monil chauhan,,,"[0.027777777777777773, 0.057291666666666664, 0.03819444444444444, 0.036458333333333336, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.038194444444444454, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.036458333333333336, 0.026041666666666657, 0.02777777777777777, 0.026041666666666657, 0.02777777777777777, 0.026041666666666657, 0.060763888888888895, 0.026041666666666657, 0.10590277777777775, 0.026041666666666657, 0.026041666666666657, 0.02777777777777777, 0.026041666666666657, 0.02777777777777777, 0.038194444444444454, 0.032986111111111105, 0.026041666666666657]"
2550,184343,166751,1,Whatsapp,,"['not', 'see', 'status', 'contact', 'contact', 'also', 'not', 'see', 'last', 'see', 'day']",2019-04-20,26415,i can't see status of one of my contact and he also cant see my last seen and my about. ...... from 2-3 days,1,i can not see status of one of my contact and one of my contact also can not see my last seen and my about from day,Faizan Uz Zaman,,,"[0.02873563218390804, 0.030651340996168574, 0.02873563218390804, 0.02873563218390804, 0.03448275862068965, 0.02873563218390804, 0.02873563218390804, 0.030651340996168574, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.03639846743295019, 0.06321839080459771, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.03831417624521073, 0.06321839080459771, 0.0689655172413793, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.030651340996168574, 0.02873563218390804]"
2551,184344,166752,1,Whatsapp,,"['use', 'year', 'be', 'first', 'time', 'encounter', 'issue', 'not', 'receive', 'send', 'message', 'hour']",2019-04-14,26417,i usee whatsapp for few years this is the first time i encounter such issue. i cant recieved or sent out messages for an hour or so,2,i use whatsit for few year this is the first time i encounter such issue i can not received or sent out message for an hour or so,Shin Ironjayjay,,,"[0.045197740112994364, 0.06026365348399248, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.045197740112994364, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.03578154425612053, 0.04143126177024484, 0.028248587570621465, 0.028248587570621465, 0.03954802259887007, 0.028248587570621465, 0.045197740112994364, 0.030131826741996232, 0.045197740112994364, 0.030131826741996232, 0.03013182674199623, 0.028248587570621465, 0.028248587570621465, 0.030131826741996232, 0.030131826741996232, 0.03766478342749529, 0.03013182674199623]"
2552,184345,166753,1,Whatsapp,,"['week', 'have', 'miserable', 'ascendant', 'delete', 'chat', 'not', 'recovery', 'turn', 'heat']",2019-04-13,26418,very week I have miserable accedant with my Whatsapp was delete all chats can not be recovery I turned to heat it,1,very week i have miserable ascendant with my whatsit was delete all chat can not be recovery i turned to heat my whatsit,Mostafa Hammam,,,"[0.028248587570621465, 0.04143126177024483, 0.028248587570621465, 0.028248587570621465, 0.04519774011299436, 0.028248587570621465, 0.03013182674199623, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.06214689265536724, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.028248587570621465, 0.030131826741996225, 0.033898305084745756, 0.04519774011299436, 0.03013182674199623, 0.04519774011299436, 0.028248587570621465, 0.043314500941619594, 0.03013182674199623, 0.028248587570621465, 0.037664783427495296, 0.04331450094161959, 0.030131826741996225, 0.028248587570621465]"
2553,184346,166754,1,Whatsapp,,"['worst', 'ever', 'doe', 'not', 'even', 'proceed', 'verify', 'number', 'first', 'step']",2019-04-14,26419,Worst ever... Doesn't even proceeding to verify my number at the first step!,1,worst ever doe not even proceeding to verify my number at the first step,pravallika vadali,,,"[0.05847953216374273, 0.04678362573099419, 0.031189083820662784, 0.029239766081871357, 0.029239766081871357, 0.031189083820662784, 0.06432748538011701, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.031189083820662787, 0.031189083820662784, 0.029239766081871357, 0.029239766081871357, 0.04483430799220277, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.04678362573099419, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357, 0.029239766081871357]"
2554,184348,166756,1,Whatsapp,,"['status', 'video', 'not', 'load', 'time', 'video', 'voice', 'automatically', 'mute', 'magic', 'brother', 'update', 'bad', 'time', 'boring', 'application']",2019-04-12,26421,in status videos can't load and every time 2nd video voice automatically mute what a magic. bro updates are to worst . some time boring app.,1,in status video can not load and every time nd video voice automatically mute what a magic brother update are to worst some time boring application,prince khan,,,"[0.02688172043010752, 0.02688172043010752, 0.02688172043010752, 0.02688172043010752, 0.03225806451612904, 0.02688172043010752, 0.02688172043010752, 0.03225806451612904, 0.02688172043010752, 0.02688172043010752, 0.03763440860215054, 0.02867383512544802, 0.04121863799283154, 0.02688172043010752, 0.02867383512544802, 0.057347670250896064, 0.028673835125448025, 0.05555555555555556, 0.030465949820788527, 0.02688172043010752, 0.02867383512544802, 0.04121863799283155, 0.02688172043010752, 0.04480286738351255, 0.04121863799283154, 0.02688172043010752, 0.04301075268817205, 0.05197132616487456, 0.02688172043010752, 0.02688172043010752]"
2555,184349,166757,1,Whatsapp,,"['someone', 'fix', 'problem', 'everything', 'be', 'break', 'not', 'launch', 'application', 'application', 'crashing', 'application', 'start', 'crash', 'log', 'try', 'register', 'code', 'receive', 'do', 'not', 'work', 'tried_clearing', 'datum', 'cache', 'reset', 'application', 'preference', 'nothing', 'work', 'uninstale', 'try', 'deinstall', 'application', 'instal', 'try', 'launch', 'application', 'application', 'crash', 'screw', 'fix']",2019-04-14,26422,"pls can someone fix my problem .. Everything is now broken ... i cannot launch the app without it crashing ... before it started crashing i was logged out of WhatsApp and when i tried to register again then code that i recieved didn't work and the i tried clearing data and cahce ., resetting app preference .. nothing worked ...then i uninstalled and tried to reinstall .. after it reinstalled i tried to launch it ... it just crashed ... i am so screwed now .. pls fix",1,please can someone fix my problem everything is now broken i can not launch the application without the application crashing before the application started crashing i was logged out of whatsit and when i tried to register again then code that i received did not work and the i tried clearing data and cache resetting application preference nothing worked then i uninstaled and tried to deinstall after the application installed i tried to launch the application the application just crashed i am so screwed now please fix,A K,,,"[0.0457516339869281, 0.03137254901960785, 0.02091503267973856, 0.0196078431372549, 0.10326797385620914, 0.03137254901960785, 0.05359477124183006, 0.026143790849673203, 0.0196078431372549, 0.020915032679738564, 0.0196078431372549, 0.024836601307189544, 0.02745098039215687, 0.02745098039215687, 0.0196078431372549, 0.028758169934640525, 0.020915032679738564, 0.02091503267973856, 0.03267973856209151, 0.02091503267973856, 0.026143790849673207, 0.06666666666666665, 0.020915032679738564, 0.03921568627450982, 0.04052287581699347, 0.028758169934640528, 0.02091503267973856, 0.05228758169934641, 0.024836601307189544, 0.06405228758169934]"
2556,184352,166760,1,Whatsapp,,"['not', 'good', 'time', 'select', 'sand', 'person', 'not', 'select', 'people', 'send', 'photo', 'people']",2019-04-20,26426,Not Good because one time select & Sand only five person can not select more than five people to send a photo to other people,2,not good because one time select and sand only five person can not select more than five people to send a photo to other people,Mohsin Bean,,,"[0.027777777777777776, 0.04444444444444446, 0.035185185185185194, 0.027777777777777776, 0.031481481481481485, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.06481481481481483, 0.027777777777777776, 0.04814814814814816, 0.02962962962962963, 0.027777777777777776, 0.029629629629629627, 0.0388888888888889, 0.027777777777777776, 0.027777777777777776, 0.04074074074074075, 0.029629629629629627, 0.027777777777777776, 0.027777777777777776, 0.06111111111111112, 0.027777777777777776, 0.027777777777777776, 0.02962962962962963, 0.0425925925925926, 0.027777777777777776, 0.027777777777777776, 0.029629629629629627, 0.027777777777777776]"
2557,184353,166761,1,Whatsapp,,"['new', 'update', 'be', 'flaw', 'messenger', 'keep_shutting', 'downplease', 'fix']",2019-04-18,26427,New update is flawed. messenger keeps shutting down.please fix,1,new update is flawed messenger keep shutting downplease fix,abieyuwa asemota,,,"[0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.03373015873015872, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.0496031746031746, 0.045634920634920625, 0.04365079365079365, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.0496031746031746, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.04563492063492063, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475]"
2558,184354,166762,1,Whatsapp,,"['have', 'be', 'try', 'set', 'new', 'notification', 'tone', 'download', 'file', 'however', 'be', 'not', 'show', 'notification', 'tone', 'have', 'already', 'add', 'phone', 'be', 'default', 'tone', 'list', 'could', 'please', 'help', 'concern']",2019-04-14,26428,i've been trying to set new notification tone from downloaded files. However #whatsapp is not showing the same notification tone which i've already added in phone's default tone list. could you please help me out with my concern,4,i have been trying to set new notification tone from downloaded file however whatsit is not showing the same notification tone which i have already added in phone is default tone list could you please help me out with my concern,chandrakant mali,,,"[0.02252252252252252, 0.024024024024024024, 0.024024024024024027, 0.04054054054054056, 0.04504504504504506, 0.04054054054054056, 0.02252252252252252, 0.04504504504504506, 0.02252252252252252, 0.02252252252252252, 0.03453453453453455, 0.11561561561561563, 0.034534534534534554, 0.024024024024024027, 0.039039039039039054, 0.024024024024024027, 0.030030030030030037, 0.030030030030030037, 0.024024024024024024, 0.024024024024024024, 0.02252252252252252, 0.03753753753753755, 0.025525525525525526, 0.024024024024024024, 0.034534534534534554, 0.03603603603603605, 0.03453453453453455, 0.02252252252252252, 0.03753753753753755, 0.03603603603603605]"
2559,184356,166764,1,Whatsapp,,"['try', 'turn', 'notification', 'personal', 'message', 'do', 'not', 'work', 'keep', 'make', 'annoying', 'noise', 'message', 'come']",2019-04-18,26430,"I tried turning off notifications for personal messages but it didn't work, it keeps making the annoying noise when a message comes in",3,i tried turning off notification for personal message but it did not work it keep making the annoying noise when a message come in,Samuel Okporua,,,"[0.029629629629629627, 0.027777777777777773, 0.029629629629629627, 0.029629629629629627, 0.027777777777777773, 0.027777777777777773, 0.02962962962962963, 0.027777777777777773, 0.027777777777777773, 0.05740740740740742, 0.027777777777777773, 0.04444444444444445, 0.027777777777777773, 0.02962962962962963, 0.027777777777777773, 0.027777777777777773, 0.04074074074074076, 0.027777777777777773, 0.029629629629629627, 0.06111111111111112, 0.042592592592592605, 0.04444444444444445, 0.029629629629629627, 0.027777777777777773, 0.027777777777777773, 0.027777777777777773, 0.029629629629629627, 0.04074074074074076, 0.029629629629629627, 0.04074074074074075]"
2560,184358,166766,1,Whatsapp,,"['datum', 'storage', 'use', 'application', 'report', 'total', 'chat', 'data', 'storage', 'report', 'android', 'be', 'mb', 'give', 'abusive', 'phone', 'be', 'limit', 'storage']",2019-04-18,26432,Data storage use in the app reports 4MB total for all chats. Data storage reported by Android is 150MB- what gives? Abusive to my phone's limited storage.,1,data storage use in the application report mb total for all chat data storage reported by android is mb what give abusive to my phone is limited storage,Neil Gooding,,,"[0.026041666666666657, 0.027777777777777766, 0.026041666666666657, 0.03819444444444444, 0.0329861111111111, 0.02777777777777777, 0.03819444444444444, 0.027777777777777766, 0.026041666666666657, 0.032986111111111105, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.026041666666666657, 0.08506944444444442, 0.0486111111111111, 0.027777777777777766, 0.03124999999999999, 0.027777777777777766, 0.027777777777777766, 0.03993055555555555, 0.026041666666666657, 0.026041666666666657, 0.04513888888888889, 0.027777777777777766, 0.027777777777777766, 0.06076388888888889, 0.03819444444444444, 0.026041666666666657, 0.026041666666666657]"
2561,184359,166767,1,Whatsapp,,"['time', 'able', 'get', 'message', 'voice', 'call', 'usually', 'poor']",2019-04-11,26433,"most of the time, I will be able to get my messages. Voice calls are usually poor",4,most of the time i will be able to get my message voice call are usually poor,Nancy Chu,,,"[0.04214559386973181, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.04597701149425289, 0.04597701149425289, 0.030651340996168577, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.0421455938697318, 0.028735632183908042, 0.047892720306513425, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.028735632183908042, 0.04597701149425289, 0.04597701149425289, 0.04597701149425289, 0.028735632183908042, 0.032567049808429116, 0.028735632183908042]"
2562,184360,166768,1,Whatsapp,,"['team', 'have', 'galaxy_note', 'update', 'call', 'do', 'not', 'show', 'notification', 'bar', 'fix']",2019-04-16,26434,WhatsApp team - I have a Galaxy Note 9. after the update my calls do not show on my notification bar. Please fix this.,3,whatsit team i have a galaxy note after the update my call do not show on my notification bar please fix this,Nicolan Achary,,,"[0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.030131826741996225, 0.04519774011299435, 0.04143126177024482, 0.028248587570621462, 0.028248587570621462, 0.03766478342749529, 0.060263653483992465, 0.030131826741996222, 0.028248587570621462, 0.03201506591337099, 0.028248587570621462, 0.028248587570621462, 0.030131826741996225, 0.028248587570621462, 0.028248587570621462, 0.030131826741996225, 0.04519774011299435, 0.030131826741996225, 0.04519774011299435, 0.030131826741996222, 0.03954802259887006, 0.04331450094161958, 0.033898305084745756, 0.028248587570621462, 0.028248587570621462]"
2563,184365,166773,1,Whatsapp,,"['happen', 'not', 'log', 'do', 'work', 'update', 'lame']",2019-04-14,26439,what happened to whatsapp. I cant log in and do my work after updates. its lame.,1,what happened to whatsit i can not log in and do my work after update its lame,Leoz Cheah Chi Yuan,,,"[0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314]"
2564,184366,166774,1,Whatsapp,,"['not', 'even', 'send', 'message', 'receive', 'message', 'call', 'extremely', 'upset']",2019-04-14,26440,I cant even send messages nor receiving messages or calla! extremely upset 😡,1,i can not even send message nor receiving message or call extremely upset,D Patel,,,"[0.02873563218390804, 0.04597701149425288, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.04789272030651342, 0.0421455938697318, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.038314176245210725, 0.030651340996168574, 0.02873563218390804, 0.02873563218390804, 0.030651340996168574, 0.02873563218390804, 0.06321839080459771, 0.02873563218390804, 0.04597701149425288, 0.02873563218390804, 0.038314176245210725, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.02873563218390804, 0.0421455938697318, 0.02873563218390804]"
2565,184367,166775,1,Whatsapp,,"['great', 'experience', 'have', 'problem', 'last', 'week', 'problem', 'notification', 'galaxy', 'si', 'see', 'notification', 'enter', 'application', 'hope', 'solve', 'next', 'update', 'thank', 'advance']",2019-04-17,26441,"it was great experience, but i have problem last 3 weeks problem with notifications on my galaxy s9.i can see notifications only when i enter application. hope this will be solved with next update. thanks in advance",1,it was great experience but i have problem last week problem with notification on my galaxy si can see notification only when i enter application hope this will be solved with next update thanks in advance,Nikola Kiurski,,,"[0.05982905982905982, 0.04102564102564102, 0.025641025641025626, 0.025641025641025626, 0.05128205128205127, 0.030769230769230757, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.09572649572649568, 0.025641025641025626, 0.027350427350427333, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.025641025641025626, 0.030769230769230757, 0.04444444444444444, 0.025641025641025626, 0.04102564102564102, 0.027350427350427333, 0.04957264957264956, 0.025641025641025626, 0.0393162393162393]"
2566,184371,166779,1,Whatsapp,,"['hate', 'application', 'nowthen', 'change', 'phone', 'aske', 'verify', 'number', 'verify', 'number', 'verification', 'doe', 'not', 'worktop', 'use', 'be', 'go']",2019-04-15,26445,i hate this application now..when i change my sim card to other phone..it aske me to verify my Number.. i veryfy it bt the veeifucation doesn't work..now I don use whatasapp..what is going on,1,i hate this application nowthen i change my sim card to other phone aske me to verify my number i verify my number bt the verification doe not worktop i don use whatasapwhat is going on,norah seushi,,,"[0.054700854700854694, 0.02564102564102563, 0.02564102564102563, 0.02564102564102563, 0.03076923076923076, 0.027350427350427337, 0.05128205128205128, 0.02564102564102563, 0.027350427350427337, 0.02564102564102563, 0.04102564102564102, 0.02564102564102563, 0.027350427350427337, 0.027350427350427337, 0.041025641025641026, 0.02564102564102563, 0.02564102564102563, 0.02564102564102563, 0.02564102564102563, 0.041025641025641026, 0.02735042735042734, 0.03931623931623931, 0.02564102564102563, 0.06837606837606836, 0.02564102564102563, 0.042735042735042736, 0.03589743589743589, 0.058119658119658114, 0.02564102564102563, 0.02564102564102563]"
2567,184373,166781,1,Whatsapp,,"['contact', 'status', 'not', 'show', 'solve', 'problem', 'worry', 'issue', 'help']",2019-04-15,26447,my contacts whatsapp status not showing me please solve the problem I am very worried about this issue so please help me.,5,my contact whatsit status not showing me please solve the problem i am very worried about this issue so please help me,Christopher Kalvin,,,"[0.04288499025341134, 0.04678362573099418, 0.02923976608187135, 0.02923976608187135, 0.02923976608187135, 0.031189083820662777, 0.02923976608187135, 0.02923976608187135, 0.03118908382066278, 0.02923976608187135, 0.02923976608187135, 0.02923976608187135, 0.0487329434697856, 0.031189083820662777, 0.031189083820662777, 0.02923976608187135, 0.02923976608187135, 0.03898635477582848, 0.02923976608187135, 0.02923976608187135, 0.03118908382066278, 0.04678362573099418, 0.02923976608187135, 0.035087719298245626, 0.02923976608187135, 0.04093567251461991, 0.04678362573099417, 0.02923976608187135, 0.02923976608187135, 0.02923976608187135]"
2568,184374,166782,1,Whatsapp,,"['last', 'update', 'status', 'be', 'not', 'run', 'fine', 'time', 'voice', 'be', 'mute', 'time', 'work', 'look', 'solve', 'status', 'bug', 'soon_possible']",2019-04-15,26448,"After last update, staus is not running fine. Some time voice is mute & some time works. Please look into this & solve the his BUG ASAP.",1,after last update status is not running fine some time voice is mute and some time work please look into this and solve the status bug a soon a possible,A Google User,,,"[0.0273224043715847, 0.061930783242258675, 0.02914389799635702, 0.0273224043715847, 0.029143897996357016, 0.0273224043715847, 0.0273224043715847, 0.03096539162112933, 0.029143897996357016, 0.03096539162112933, 0.0273224043715847, 0.056466302367941736, 0.0400728597449909, 0.0273224043715847, 0.0273224043715847, 0.03825136612021859, 0.0273224043715847, 0.04918032786885247, 0.0273224043715847, 0.0273224043715847, 0.0273224043715847, 0.04189435336976322, 0.0273224043715847, 0.0273224043715847, 0.0273224043715847, 0.0273224043715847, 0.058287795992714046, 0.04007285974499091, 0.0273224043715847, 0.0273224043715847]"
2569,184376,166784,1,Whatsapp,,"['message', 'not', 'send', 'deinstall', 'aps', 'aps', 'could', 'not', 'open', 'connection', 'be', 'good', 'enough']",2019-04-14,26450,Why my messages cant be send? And why after i reinstall this apps and then it couldn't open although my connection is good enough,5,why my message can not be send and why after i deinstall this aps and then this aps could not open although my connection is good enough,mohd yusrie,,,"[0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.03578154425612052, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.03578154425612052, 0.028248587570621462, 0.03389830508474576, 0.028248587570621462, 0.028248587570621462, 0.04331450094161959, 0.04143126177024483, 0.028248587570621462, 0.030131826741996225, 0.03766478342749528, 0.04519774011299435, 0.028248587570621462, 0.07344632768361581, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.028248587570621462, 0.03201506591337099, 0.028248587570621462, 0.04331450094161959, 0.03954802259887006]"
2570,184378,166786,1,Whatsapp,,"['bad', 'be', 'unclear', 'secure', 'mess', 'ed', 'phone', 'get', 'application', 'do', 'not', 'get', 'application']",2019-04-21,26452,bad it is unclear secured and mess ed up my phone after getting this app don't get this app,1,bad it is unclear secured and mess ed up my phone after getting this application do not get this application,Bob Sprow,,,"[0.059259259259259275, 0.027777777777777776, 0.027777777777777776, 0.0425925925925926, 0.05185185185185187, 0.0388888888888889, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.029629629629629627, 0.035185185185185194, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.031481481481481485, 0.027777777777777776, 0.027777777777777776, 0.04444444444444446, 0.02962962962962963, 0.05370370370370372, 0.029629629629629627, 0.027777777777777776, 0.029629629629629627, 0.03333333333333333, 0.031481481481481485, 0.0425925925925926]"
2571,184379,166787,1,Whatsapp,,"['recent', 'day', 'bug', 'hang', 'download', 'message', 'not', 'deliver', 'even', 'phone', 'restart']",2019-04-14,26453,Recent days some bugs are there hanging in downloads and messages not delivering even phone restarted,2,recent day some bug are there hanging in download and message not delivering even phone restarted,MUKESH KANNAN,,,"[0.028248587570621455, 0.04708097928436911, 0.028248587570621455, 0.04143126177024481, 0.06214689265536722, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.04331450094161958, 0.030131826741996215, 0.04519774011299434, 0.030131826741996215, 0.028248587570621455, 0.03013182674199622, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.04519774011299434, 0.039548022598870046, 0.04519774011299434, 0.030131826741996215, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.028248587570621455, 0.03013182674199622, 0.028248587570621455]"
2572,184382,166790,1,Whatsapp,,"['dear', 'value', 'status', 'have', 'problem', 'problem', 'friend', 'put', 'status', 'mean', 'see', 'status', 'not', 'listen', 'sound', 'hope', 'repair', 'problem', 'useful', 'thank']",2019-04-20,26456,"Dear Valued , Whatsapp status having problem .. The problem was when my friend put status means i can saw the status but cant listen to the sound .. Hope You Will Repair This Problem For Us To Useful .. Thank You😇",5,dear valued whatsit status having problem problem was when my friend put status mean i can saw status but can not listen to the sound hope you will repair problem for u to useful thank you,A Google User,,,"[0.06734006734006732, 0.025252525252525245, 0.025252525252525245, 0.028619528619528618, 0.025252525252525245, 0.030303030303030304, 0.026936026936026928, 0.025252525252525245, 0.025252525252525245, 0.025252525252525245, 0.025252525252525245, 0.047138047138047146, 0.03367003367003366, 0.025252525252525245, 0.052188552188552194, 0.03367003367003367, 0.026936026936026928, 0.02693602693602693, 0.03703703703703704, 0.03198653198653199, 0.025252525252525245, 0.055555555555555566, 0.03535353535353536, 0.038720538720538725, 0.04377104377104377, 0.04377104377104378, 0.0303030303030303, 0.03198653198653198, 0.025252525252525245, 0.025252525252525245]"
2573,184385,166793,1,Whatsapp,,"['video', 'output', 'be', 'lag', 'video', 'call', 'pie', 'update']",2019-04-21,26462,video output is lagging while video call aftr pie update,1,video output is lagging while video call after pie update,Neljo joz,,,"[0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.04938271604938271, 0.04938271604938271, 0.030864197530864185, 0.04938271604938271, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.04938271604938271]"
